date,store_id,product_id,sales,promo,holiday,weekend,stockout,unit_price,revenue
2024-01-06,S1,P3,35,0,0,1,0,7.75,271.25
2024-01-06,S2,P1,52,1,0,1,0,8.99,467.48
2024-01-06,S2,P2,44,0,0,1,0,12.50,550.00
2024-01-06,S2,P3,34,0,0,1,0,7.75,263.50
2024-01-07,S1,P1,42,0,0,1,0,9.99,419.58
2024-01-07,S1,P2,37,0,0,1,0,12.50,462.50
2024-01-07,S1,P3,28,0,0,1,0,7.75,217.00
2024-01-07,S2,P1,55,1,0,1,0,8.99,494.45
2024-01-07,S2,P2,34,0,0,1,0,12.50,425.00
2024-01-07,S2,P3,29,0,0,1,0,7.75,224.75
2024-01-08,S1,P1,32,0,0,0,0,9.99,319.68
2024-01-08,S1,P2,34,0,0,0,0,12.50,425.00
2024-01-08,S1,P3,22,0,0,0,0,7.75,170.50
2024-01-08,S2,P1,45,0,0,0,0,9.99,449.55
2024-01-08,S2,P2,36,0,0,0,0,12.50,450.00
2024-01-08,S2,P3,25,0,0,0,0,7.75,193.75
2024-01-09,S1,P1,35,0,0,0,0,9.99,349.65
2024-01-09,S1,P2,33,0,0,0,0,12.50,412.50
2024-01-09,S1,P3,35,0,0,0,0,7.75,271.25
2024-01-09,S2,P1,42,0,0,0,0,9.99,419.58
2024-01-09,S2,P2,38,0,0,0,0,12.50,475.00
2024-01-09,S2,P3,24,0,0,0,0,7.75,186.00
2024-01-10,S1,P1,35,0,0,0,0,9.99,349.65
2024-01-10,S1,P2,32,0,0,0,0,12.50,400.00
2024-01-10,S1,P3,31,0,0,0,0,7.75,240.25
2024-01-10,S2,P1,47,0,0,0,0,9.99,469.53
2024-01-10,S2,P2,38,0,0,0,0,12.50,475.00
2024-01-10,S2,P3,27,0,0,0,0,7.75,209.25
2024-01-11,S1,P1,33,0,0,0,0,9.99,329.67
2024-01-11,S1,P2,35,0,0,0,0,12.50,437.50
2024-01-11,S1,P3,30,0,0,0,0,7.75,232.50
2024-01-11,S2,P1,45,0,0,0,0,9.99,449.55
2024-01-11,S2,P2,32,0,0,0,0,12.50,400.00
2024-01-11,S2,P3,25,0,0,0,0,7.75,193.75
2024-01-12,S1,P1,40,0,0,0,0,9.99,399.60
2024-01-12,S1,P2,41,0,0,0,0,12.50,512.50
2024-01-12,S1,P3,31,0,0,0,0,7.75,240.25
2024-01-12,S2,P1,50,0,0,0,0,9.99,499.50
2024-01-12,S2,P2,35,0,0,0,0,12.50,437.50
2024-01-12,S2,P3,31,0,0,0,0,7.75,240.25
2024-01-13,S1,P1,44,0,0,1,0,9.99,439.56
2024-01-13,S1,P2,36,0,0,1,0,12.50,450.00
2024-01-13,S1,P3,29,0,0,1,0,7.75,224.75
2024-01-13,S2,P1,49,0,0,1,0,9.99,489.51
2024-01-13,S2,P2,32,0,0,1,0,12.50,400.00
2024-01-13,S2,P3,30,0,0,1,0,7.75,232.50
2024-01-14,S1,P1,41,0,0,1,0,9.99,409.59
2024-01-14,S1,P2,37,0,0,1,0,12.50,462.50
2024-01-14,S1,P3,30,0,0,1,0,7.75,232.50
2024-01-14,S2,P1,47,0,0,1,0,9.99,469.53
2024-01-14,S2,P2,38,0,0,1,0,12.50,475.00
2024-01-14,S2,P3,29,0,0,1,0,7.75,224.75
2024-01-15,S1,P1,37,0,0,0,0,9.99,369.63
2024-01-15,S1,P2,37,0,0,0,0,12.50,462.50
2024-01-15,S1,P3,27,0,0,0,0,7.75,209.25
2024-01-15,S2,P1,44,0,0,0,0,9.99,439.56
2024-01-15,S2,P2,41,0,0,0,0,12.50,512.50
2024-01-15,S2,P3,25,0,0,0,0,7.75,193.75
2024-01-16,S1,P1,36,0,0,0,0,9.99,359.64
2024-01-16,S1,P2,34,0,0,0,0,12.50,425.00
2024-01-16,S1,P3,34,1,0,0,0,6.98,237.32
2024-01-16,S2,P1,41,0,0,0,0,9.99,409.59
2024-01-16,S2,P2,37,0,0,0,0,12.50,462.50
2024-01-16,S2,P3,34,0,0,0,0,7.75,263.50
2024-01-17,S1,P1,43,0,0,0,0,9.99,429.57
2024-01-17,S1,P2,36,0,0,0,0,12.50,450.00
2024-01-17,S1,P3,37,1,0,0,0,6.98,258.26
2024-01-17,S2,P1,49,0,0,0,0,9.99,489.51
2024-01-17,S2,P2,38,0,0,0,0,12.50,475.00
2024-01-17,S2,P3,28,0,0,0,0,7.75,217.00
2024-01-18,S1,P1,45,0,0,0,0,9.99,449.55
2024-01-18,S1,P2,38,0,0,0,0,12.50,475.00
2024-01-18,S1,P3,39,1,0,0,0,6.98,272.22
2024-01-18,S2,P1,42,0,0,0,0,9.99,419.58
2024-01-18,S2,P2,36,0,0,0,0,12.50,450.00
2024-01-18,S2,P3,19,0,0,0,0,7.75,147.25
2024-01-19,S1,P1,37,0,0,0,0,9.99,369.63
2024-01-19,S1,P2,41,0,0,0,0,12.50,512.50
2024-01-19,S1,P3,30,0,0,0,0,7.75,232.50
2024-01-19,S2,P1,47,0,0,0,0,9.99,469.53
2024-01-19,S2,P2,42,0,0,0,0,12.50,525.00
2024-01-19,S2,P3,31,0,0,0,0,7.75,240.25
2024-01-20,S1,P1,39,0,0,1,0,9.99,389.61
2024-01-20,S1,P2,37,0,0,1,0,12.50,462.50
2024-01-20,S1,P3,34,0,0,1,0,7.75,263.50
2024-01-20,S2,P1,50,0,0,1,0,9.99,499.50
2024-01-20,S2,P2,42,0,0,1,0,12.50,525.00
2024-01-20,S2,P3,42,1,0,1,0,6.98,293.16
2024-01-21,S1,P1,36,0,0,1,0,9.99,359.64
2024-01-21,S1,P2,35,0,0,1,0,12.50,437.50
2024-01-21,S1,P3,32,0,0,1,0,7.75,248.00
2024-01-21,S2,P1,44,0,0,1,0,9.99,439.56
2024-01-21,S2,P2,38,0,0,1,0,12.50,475.00
2024-01-21,S2,P3,37,1,0,1,0,6.98,258.26
2024-01-22,S1,P1,40,0,0,0,0,9.99,399.60
2024-01-22,S1,P2,33,0,0,0,0,12.50,412.50
2024-01-22,S1,P3,28,0,0,0,0,7.75,217.00
2024-01-22,S2,P1,51,0,0,0,0,9.99,509.49
2024-01-22,S2,P2,36,0,0,0,0,12.50,450.00
2024-01-22,S2,P3,37,1,0,0,0,6.98,258.26
2024-01-23,S1,P1,40,0,0,0,0,9.99,399.60
2024-01-23,S1,P2,36,0,0,0,0,12.50,450.00
2024-01-23,S1,P3,29,0,0,0,0,7.75,224.75
2024-01-23,S2,P1,47,0,0,0,0,9.99,469.53
2024-01-23,S2,P2,40,0,0,0,0,12.50,500.00
2024-01-23,S2,P3,27,0,0,0,0,7.75,209.25
2024-01-24,S1,P1,42,0,0,0,0,9.99,419.58
2024-01-24,S1,P2,39,0,0,0,0,12.50,487.50
2024-01-24,S1,P3,36,0,0,0,0,7.75,279.00
2024-01-24,S2,P1,49,0,0,0,0,9.99,489.51
2024-01-24,S2,P2,39,0,0,0,0,12.50,487.50
2024-01-24,S2,P3,28,0,0,0,0,7.75,217.00
2024-01-25,S1,P1,41,0,0,0,0,9.99,409.59
2024-01-25,S1,P2,38,0,0,0,0,12.50,475.00
2024-01-25,S1,P3,34,0,0,0,0,7.75,263.50
2024-01-25,S2,P1,47,0,0,0,0,9.99,469.53
2024-01-25,S2,P2,41,0,0,0,0,12.50,512.50
2024-01-25,S2,P3,26,0,0,0,0,7.75,201.50
2024-01-26,S1,P1,45,0,0,0,0,9.99,449.55
2024-01-26,S1,P2,44,0,0,0,0,12.50,550.00
2024-01-26,S1,P3,34,0,0,0,0,7.75,263.50
2024-01-26,S2,P1,49,0,0,0,0,9.99,489.51
2024-01-26,S2,P2,45,0,0,0,0,12.50,562.50
2024-01-26,S2,P3,31,0,0,0,0,7.75,240.25
2024-01-27,S1,P1,39,0,0,1,0,9.99,389.61
2024-01-27,S1,P2,41,1,0,1,0,11.25,461.25
2024-01-27,S1,P3,29,0,0,1,0,7.75,224.75
2024-01-27,S2,P1,50,0,0,1,0,9.99,499.50
2024-01-27,S2,P2,44,0,0,1,0,12.50,550.00
2024-01-27,S2,P3,30,0,0,1,0,7.75,232.50
2024-01-28,S1,P1,43,0,0,1,0,9.99,429.57
2024-01-28,S1,P2,42,1,0,1,0,11.25,472.50
2024-01-28,S1,P3,34,0,0,1,0,7.75,263.50
2024-01-28,S2,P1,50,0,0,1,0,9.99,499.50
2024-01-28,S2,P2,44,0,0,1,0,12.50,550.00
2024-01-28,S2,P3,32,0,0,1,0,7.75,248.00
2024-01-29,S1,P1,40,0,0,0,0,9.99,399.60
2024-01-29,S1,P2,39,1,0,0,0,11.25,438.75
2024-01-29,S1,P3,31,0,0,0,0,7.75,240.25
2024-01-29,S2,P1,51,0,0,0,0,9.99,509.49
2024-01-29,S2,P2,42,0,0,0,0,12.50,525.00
2024-01-29,S2,P3,13,0,0,0,1,7.75,100.75
2024-01-30,S1,P1,41,0,0,0,0,9.99,409.59
2024-01-30,S1,P2,34,0,0,0,0,12.50,425.00
2024-01-30,S1,P3,33,0,0,0,0,7.75,255.75
2024-01-30,S2,P1,47,0,0,0,0,9.99,469.53
2024-01-30,S2,P2,39,0,0,0,0,12.50,487.50
2024-01-30,S2,P3,30,0,0,0,0,7.75,232.50
2024-01-31,S1,P1,37,0,0,0,0,9.99,369.63
2024-01-31,S1,P2,38,0,0,0,0,12.50,475.00
2024-01-31,S1,P3,31,0,0,0,0,7.75,240.25
2024-01-31,S2,P1,48,0,0,0,0,9.99,479.52
2024-01-31,S2,P2,50,1,0,0,0,11.25,562.50
2024-01-31,S2,P3,30,0,0,0,0,7.75,232.50
2024-02-01,S1,P1,39,0,0,0,0,9.99,389.61
2024-02-01,S1,P2,35,0,0,0,0,12.50,437.50
2024-02-01,S1,P3,33,0,0,0,0,7.75,255.75
2024-02-01,S2,P1,42,0,0,0,0,9.99,419.58
2024-02-01,S2,P2,42,1,0,0,0,11.25,472.50
2024-02-01,S2,P3,29,0,0,0,0,7.75,224.75
2024-02-02,S1,P1,43,0,0,0,0,9.99,429.57
2024-02-02,S1,P2,39,0,0,0,0,12.50,487.50
2024-02-02,S1,P3,33,0,0,0,0,7.75,255.75
2024-02-02,S2,P1,54,0,0,0,0,9.99,539.46
2024-02-02,S2,P2,54,1,0,0,0,11.25,607.50
2024-02-02,S2,P3,37,0,0,0,0,7.75,286.75
2024-02-03,S1,P1,39,0,0,1,0,9.99,389.61
2024-02-03,S1,P2,37,0,0,1,0,12.50,462.50
2024-02-03,S1,P3,34,0,0,1,0,7.75,263.50
2024-02-03,S2,P1,53,0,0,1,0,9.99,529.47
2024-02-03,S2,P2,48,0,0,1,0,12.50,600.00
2024-02-03,S2,P3,30,0,0,1,0,7.75,232.50
2024-02-04,S1,P1,42,0,0,1,0,9.99,419.58
2024-02-04,S1,P2,37,0,0,1,0,12.50,462.50
2024-02-04,S1,P3,34,0,0,1,0,7.75,263.50
2024-02-04,S2,P1,48,0,0,1,0,9.99,479.52
2024-02-04,S2,P2,42,0,0,1,0,12.50,525.00
2024-02-04,S2,P3,28,0,0,1,0,7.75,217.00
2024-02-05,S1,P1,39,0,0,0,0,9.99,389.61
2024-02-05,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-05,S1,P3,33,0,0,0,0,7.75,255.75
2024-02-05,S2,P1,43,0,0,0,0,9.99,429.57
2024-02-05,S2,P2,43,0,0,0,0,12.50,537.50
2024-02-05,S2,P3,33,0,0,0,0,7.75,255.75
2024-02-06,S1,P1,37,0,0,0,0,9.99,369.63
2024-02-06,S1,P2,34,0,0,0,0,12.50,425.00
2024-02-06,S1,P3,29,0,0,0,0,7.75,224.75
2024-02-06,S2,P1,46,0,0,0,0,9.99,459.54
2024-02-06,S2,P2,36,0,0,0,0,12.50,450.00
2024-02-06,S2,P3,28,0,0,0,0,7.75,217.00
2024-02-07,S1,P1,49,1,0,0,0,8.99,440.51
2024-02-07,S1,P2,37,0,0,0,0,12.50,462.50
2024-02-07,S1,P3,32,0,0,0,0,7.75,248.00
2024-02-07,S2,P1,45,0,0,0,0,9.99,449.55
2024-02-07,S2,P2,38,0,0,0,0,12.50,475.00
2024-02-07,S2,P3,25,0,0,0,0,7.75,193.75
2024-02-08,S1,P1,50,1,0,0,0,8.99,449.50
2024-02-08,S1,P2,41,0,0,0,0,12.50,512.50
2024-02-08,S1,P3,30,0,0,0,0,7.75,232.50
2024-02-08,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-08,S2,P2,39,0,0,0,0,12.50,487.50
2024-02-08,S2,P3,27,0,0,0,0,7.75,209.25
2024-02-09,S1,P1,49,1,0,0,0,8.99,440.51
2024-02-09,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-09,S1,P3,35,0,0,0,0,7.75,271.25
2024-02-09,S2,P1,55,0,0,0,0,9.99,549.45
2024-02-09,S2,P2,38,0,0,0,0,12.50,475.00
2024-02-09,S2,P3,31,0,0,0,0,7.75,240.25
2024-02-10,S1,P1,43,0,0,1,0,9.99,429.57
2024-02-10,S1,P2,39,0,0,1,0,12.50,487.50
2024-02-10,S1,P3,38,0,0,1,0,7.75,294.50
2024-02-10,S2,P1,48,0,0,1,0,9.99,479.52
2024-02-10,S2,P2,41,0,0,1,0,12.50,512.50
2024-02-10,S2,P3,30,0,0,1,0,7.75,232.50
2024-02-11,S1,P1,38,0,0,1,0,9.99,379.62
2024-02-11,S1,P2,34,0,0,1,0,12.50,425.00
2024-02-11,S1,P3,35,0,0,1,0,7.75,271.25
2024-02-11,S2,P1,50,1,0,1,0,8.99,449.50
2024-02-11,S2,P2,39,0,0,1,0,12.50,487.50
2024-02-11,S2,P3,30,0,0,1,0,7.75,232.50
2024-02-12,S1,P1,37,0,0,0,0,9.99,369.63
2024-02-12,S1,P2,35,0,0,0,0,12.50,437.50
2024-02-12,S1,P3,33,0,0,0,0,7.75,255.75
2024-02-12,S2,P1,51,1,0,0,0,8.99,458.49
2024-02-12,S2,P2,38,0,0,0,0,12.50,475.00
2024-02-12,S2,P3,28,0,0,0,0,7.75,217.00
2024-02-13,S1,P1,47,0,0,0,0,9.99,469.53
2024-02-13,S1,P2,37,0,0,0,0,12.50,462.50
2024-02-13,S1,P3,32,0,0,0,0,7.75,248.00
2024-02-13,S2,P1,57,1,0,0,0,8.99,512.43
2024-02-13,S2,P2,36,0,0,0,0,12.50,450.00
2024-02-13,S2,P3,33,0,0,0,0,7.75,255.75
2024-02-14,S1,P1,46,0,0,0,0,9.99,459.54
2024-02-14,S1,P2,33,0,0,0,0,12.50,412.50
2024-02-14,S1,P3,31,0,0,0,0,7.75,240.25
2024-02-14,S2,P1,45,0,0,0,0,9.99,449.55
2024-02-14,S2,P2,41,0,0,0,0,12.50,512.50
2024-02-14,S2,P3,30,0,0,0,0,7.75,232.50
2024-02-15,S1,P1,42,0,0,0,0,9.99,419.58
2024-02-15,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-15,S1,P3,31,0,0,0,0,7.75,240.25
2024-02-15,S2,P1,45,0,0,0,0,9.99,449.55
2024-02-15,S2,P2,18,0,0,0,1,12.50,225.00
2024-02-15,S2,P3,29,0,0,0,0,7.75,224.75
2024-02-16,S1,P1,45,0,0,0,0,9.99,449.55
2024-02-16,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-16,S1,P3,37,0,0,0,0,7.75,286.75
2024-02-16,S2,P1,46,0,0,0,0,9.99,459.54
2024-02-16,S2,P2,45,0,0,0,0,12.50,562.50
2024-02-16,S2,P3,34,0,0,0,0,7.75,263.50
2024-02-17,S1,P1,40,0,0,1,0,9.99,399.60
2024-02-17,S1,P2,35,0,0,1,0,12.50,437.50
2024-02-17,S1,P3,37,0,0,1,0,7.75,286.75
2024-02-17,S2,P1,55,0,0,1,0,9.99,549.45
2024-02-17,S2,P2,47,0,0,1,0,12.50,587.50
2024-02-17,S2,P3,34,0,0,1,0,7.75,263.50
2024-02-18,S1,P1,41,0,0,1,0,9.99,409.59
2024-02-18,S1,P2,39,0,0,1,0,12.50,487.50
2024-02-18,S1,P3,27,0,0,1,0,7.75,209.25
2024-02-18,S2,P1,48,0,0,1,0,9.99,479.52
2024-02-18,S2,P2,41,0,0,1,0,12.50,512.50
2024-02-18,S2,P3,30,0,0,1,0,7.75,232.50
2024-02-19,S1,P1,42,0,0,0,0,9.99,419.58
2024-02-19,S1,P2,33,0,0,0,0,12.50,412.50
2024-02-19,S1,P3,30,0,0,0,0,7.75,232.50
2024-02-19,S2,P1,46,0,0,0,0,9.99,459.54
2024-02-19,S2,P2,42,0,0,0,0,12.50,525.00
2024-02-19,S2,P3,28,0,0,0,0,7.75,217.00
2024-02-20,S1,P1,41,0,0,0,0,9.99,409.59
2024-02-20,S1,P2,42,0,0,0,0,12.50,525.00
2024-02-20,S1,P3,33,0,0,0,0,7.75,255.75
2024-02-20,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-20,S2,P2,39,0,0,0,0,12.50,487.50
2024-02-20,S2,P3,32,0,0,0,0,7.75,248.00
2024-02-21,S1,P1,47,0,0,0,0,9.99,469.53
2024-02-21,S1,P2,39,0,0,0,0,12.50,487.50
2024-02-21,S1,P3,27,0,0,0,0,7.75,209.25
2024-02-21,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-21,S2,P2,42,0,0,0,0,12.50,525.00
2024-02-21,S2,P3,35,0,0,0,0,7.75,271.25
2024-02-22,S1,P1,46,0,0,0,0,9.99,459.54
2024-02-22,S1,P2,38,0,0,0,0,12.50,475.00
2024-02-22,S1,P3,41,1,0,0,0,6.98,286.18
2024-02-22,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-22,S2,P2,43,0,0,0,0,12.50,537.50
2024-02-22,S2,P3,27,0,0,0,0,7.75,209.25
2024-02-23,S1,P1,44,0,0,0,0,9.99,439.56
2024-02-23,S1,P2,43,0,0,0,0,12.50,537.50
2024-02-23,S1,P3,39,1,0,0,0,6.98,272.22
2024-02-23,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-23,S2,P2,43,0,0,0,0,12.50,537.50
2024-02-23,S2,P3,31,0,0,0,0,7.75,240.25
2024-02-24,S1,P1,44,0,0,1,0,9.99,439.56
2024-02-24,S1,P2,34,0,0,1,0,12.50,425.00
2024-02-24,S1,P3,39,1,0,1,0,6.98,272.22
2024-02-24,S2,P1,50,0,0,1,0,9.99,499.50
2024-02-24,S2,P2,38,0,0,1,0,12.50,475.00
2024-02-24,S2,P3,33,0,0,1,0,7.75,255.75
2024-02-25,S1,P1,48,0,0,1,0,9.99,479.52
2024-02-25,S1,P2,38,0,0,1,0,12.50,475.00
2024-02-25,S1,P3,34,0,0,1,0,7.75,263.50
2024-02-25,S2,P1,42,0,0,1,0,9.99,419.58
2024-02-25,S2,P2,38,0,0,1,0,12.50,475.00
2024-02-25,S2,P3,28,0,0,1,0,7.75,217.00
2024-02-26,S1,P1,39,0,0,0,0,9.99,389.61
2024-02-26,S1,P2,38,0,0,0,0,12.50,475.00
2024-02-26,S1,P3,34,0,0,0,0,7.75,263.50
2024-02-26,S2,P1,45,0,0,0,0,9.99,449.55
2024-02-26,S2,P2,42,0,0,0,0,12.50,525.00
2024-02-26,S2,P3,40,1,0,0,0,6.98,279.20
2024-02-27,S1,P1,45,0,0,0,0,9.99,449.55
2024-02-27,S1,P2,43,0,0,0,0,12.50,537.50
2024-02-27,S1,P3,34,0,0,0,0,7.75,263.50
2024-02-27,S2,P1,49,0,0,0,0,9.99,489.51
2024-02-27,S2,P2,40,0,0,0,0,12.50,500.00
2024-02-27,S2,P3,38,1,0,0,0,6.98,265.24
2024-02-28,S1,P1,41,0,0,0,0,9.99,409.59
2024-02-28,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-28,S1,P3,29,0,0,0,0,7.75,224.75
2024-02-28,S2,P1,46,0,0,0,0,9.99,459.54
2024-02-28,S2,P2,39,0,0,0,0,12.50,487.50
2024-02-28,S2,P3,39,1,0,0,0,6.98,272.22
2024-02-29,S1,P1,45,0,0,0,0,9.99,449.55
2024-02-29,S1,P2,36,0,0,0,0,12.50,450.00
2024-02-29,S1,P3,34,0,0,0,0,7.75,263.50
2024-02-29,S2,P1,46,0,0,0,0,9.99,459.54
2024-02-29,S2,P2,45,0,0,0,0,12.50,562.50
2024-02-29,S2,P3,34,0,0,0,0,7.75,263.50
2024-03-01,S1,P1,47,0,0,0,0,9.99,469.53
2024-03-01,S1,P2,42,0,0,0,0,12.50,525.00
2024-03-01,S1,P3,34,0,0,0,0,7.75,263.50
2024-03-01,S2,P1,51,0,0,0,0,9.99,509.49
2024-03-01,S2,P2,47,0,0,0,0,12.50,587.50
2024-03-01,S2,P3,35,0,0,0,0,7.75,271.25
2024-03-02,S1,P1,42,0,0,1,0,9.99,419.58
2024-03-02,S1,P2,36,0,0,1,0,12.50,450.00
2024-03-02,S1,P3,39,0,0,1,0,7.75,302.25
2024-03-02,S2,P1,58,0,0,1,0,9.99,579.42
2024-03-02,S2,P2,45,0,0,1,0,12.50,562.50
2024-03-02,S2,P3,34,0,0,1,0,7.75,263.50
2024-03-03,S1,P1,42,0,0,1,0,9.99,419.58
2024-03-03,S1,P2,37,0,0,1,0,12.50,462.50
2024-03-03,S1,P3,33,0,0,1,0,7.75,255.75
2024-03-03,S2,P1,21,0,0,1,1,9.99,209.79
2024-03-03,S2,P2,45,0,0,1,0,12.50,562.50
2024-03-03,S2,P3,33,0,0,1,0,7.75,255.75
2024-03-04,S1,P1,43,0,0,0,0,9.99,429.57
2024-03-04,S1,P2,48,1,0,0,0,11.25,540.00
2024-03-04,S1,P3,31,0,0,0,0,7.75,240.25
2024-03-04,S2,P1,45,0,0,0,0,9.99,449.55
2024-03-04,S2,P2,42,0,0,0,0,12.50,525.00
2024-03-04,S2,P3,33,0,0,0,0,7.75,255.75
2024-03-05,S1,P1,36,0,0,0,0,9.99,359.64
2024-03-05,S1,P2,45,1,0,0,0,11.25,506.25
2024-03-05,S1,P3,31,0,0,0,0,7.75,240.25
2024-03-05,S2,P1,46,0,0,0,0,9.99,459.54
2024-03-05,S2,P2,40,0,0,0,0,12.50,500.00
2024-03-05,S2,P3,28,0,0,0,0,7.75,217.00
2024-03-06,S1,P1,39,0,0,0,0,9.99,389.61
2024-03-06,S1,P2,42,1,0,0,0,11.25,472.50
2024-03-06,S1,P3,39,0,0,0,0,7.75,302.25
2024-03-06,S2,P1,48,0,0,0,0,9.99,479.52
2024-03-06,S2,P2,42,0,0,0,0,12.50,525.00
2024-03-06,S2,P3,30,0,0,0,0,7.75,232.50
2024-03-07,S1,P1,42,0,0,0,0,9.99,419.58
2024-03-07,S1,P2,41,0,0,0,0,12.50,512.50
2024-03-07,S1,P3,35,0,0,0,0,7.75,271.25
2024-03-07,S2,P1,47,0,0,0,0,9.99,469.53
2024-03-07,S2,P2,42,0,0,0,0,12.50,525.00
2024-03-07,S2,P3,32,0,0,0,0,7.75,248.00
2024-03-08,S1,P1,49,0,0,0,0,9.99,489.51
2024-03-08,S1,P2,42,0,0,0,0,12.50,525.00
2024-03-08,S1,P3,32,0,0,0,0,7.75,248.00
2024-03-08,S2,P1,54,0,0,0,0,9.99,539.46
2024-03-08,S2,P2,49,1,0,0,0,11.25,551.25
2024-03-08,S2,P3,31,0,0,0,0,7.75,240.25
2024-03-09,S1,P1,46,0,0,1,0,9.99,459.54
2024-03-09,S1,P2,42,0,0,1,0,12.50,525.00
2024-03-09,S1,P3,38,0,0,1,0,7.75,294.50
2024-03-09,S2,P1,52,0,0,1,0,9.99,519.48
2024-03-09,S2,P2,47,1,0,1,0,11.25,528.75
2024-03-09,S2,P3,38,0,0,1,0,7.75,294.50
2024-03-10,S1,P1,41,0,0,1,0,9.99,409.59
2024-03-10,S1,P2,33,0,0,1,0,12.50,412.50
2024-03-10,S1,P3,42,0,0,1,0,7.75,325.50
2024-03-10,S2,P1,51,0,0,1,0,9.99,509.49
2024-03-10,S2,P2,47,1,0,1,0,11.25,528.75
2024-03-10,S2,P3,36,0,0,1,0,7.75,279.00
2024-03-11,S1,P1,42,0,0,0,0,9.99,419.58
2024-03-11,S1,P2,38,0,0,0,0,12.50,475.00
2024-03-11,S1,P3,28,0,0,0,0,7.75,217.00
2024-03-11,S2,P1,48,0,0,0,0,9.99,479.52
2024-03-11,S2,P2,42,0,0,0,0,12.50,525.00
2024-03-11,S2,P3,28,0,0,0,0,7.75,217.00
2024-03-12,S1,P1,41,0,0,0,0,9.99,409.59
2024-03-12,S1,P2,38,0,0,0,0,12.50,475.00
2024-03-12,S1,P3,34,0,0,0,0,7.75,263.50
2024-03-12,S2,P1,50,0,0,0,0,9.99,499.50
2024-03-12,S2,P2,40,0,0,0,0,12.50,500.00
2024-03-12,S2,P3,28,0,0,0,0,7.75,217.00
2024-03-13,S1,P1,47,0,0,0,0,9.99,469.53
2024-03-13,S1,P2,39,0,0,0,0,12.50,487.50
2024-03-13,S1,P3,35,0,0,0,0,7.75,271.25
2024-03-13,S2,P1,49,0,0,0,0,9.99,489.51
2024-03-13,S2,P2,38,0,0,0,0,12.50,475.00
2024-03-13,S2,P3,26,0,0,0,0,7.75,201.50
2024-03-14,S1,P1,43,0,0,0,0,9.99,429.57
2024-03-14,S1,P2,38,0,0,0,0,12.50,475.00
2024-03-14,S1,P3,39,0,0,0,0,7.75,302.25
2024-03-14,S2,P1,50,0,0,0,0,9.99,499.50
2024-03-14,S2,P2,37,0,0,0,0,12.50,462.50
2024-03-14,S2,P3,30,0,0,0,0,7.75,232.50
2024-03-15,S1,P1,54,1,0,0,0,8.99,485.46
2024-03-15,S1,P2,42,0,0,0,0,12.50,525.00
2024-03-15,S1,P3,39,0,0,0,0,7.75,302.25
2024-03-15,S2,P1,52,0,0,0,0,9.99,519.48
2024-03-15,S2,P2,44,0,0,0,0,12.50,550.00
